"";"month.of.tweet";"day.of.tweet";"day.of.week";"hour.of.tweet";"period.of.tweet";"text";"route";"routetype";"disrupt";"disrupt_reason";"reasongroup"
"171";"6";"24";"Sun&Holiday";" 7";"Morning";"diversions for 5 avenue rd 94 wellesley 505 dundas & 506 carlton. for more info and help planning your trip please visit URL .";"5";"bus";"detour";"5 avenue rd 94 wellesley 505 dundas & 506 carlton";NA
"172";"6";"24";"Sun&Holiday";" 7";"Morning";"diversions for 5 avenue rd 94 wellesley 505 dundas & 506 carlton. for more info and help planning your trip please visit URL .";"94";"bus";"detour";"5 avenue rd 94 wellesley 505 dundas & 506 carlton";NA
"173";"6";"24";"Sun&Holiday";" 7";"Morning";"diversions for 5 avenue rd 94 wellesley 505 dundas & 506 carlton. for more info and help planning your trip please visit URL .";"505";"streetcar";"detour";"5 avenue rd 94 wellesley 505 dundas & 506 carlton";NA
"174";"6";"24";"Sun&Holiday";" 7";"Morning";"diversions for 5 avenue rd 94 wellesley 505 dundas & 506 carlton. for more info and help planning your trip please visit URL .";"506";"streetcar";"detour";"5 avenue rd 94 wellesley 505 dundas & 506 carlton";NA
"175";"6";"24";"Sun&Holiday";" 0";"Late night";"37 islington diverting southbound via westway kipling eglinton due to fire investigation on islington at deerfoot. ";"37";"bus";"detour";"to fire investigation on islington at deerfoot";"fire"
"176";"6";"23";"Saturday";"23";"Evening";"501 queen is diverting westbound via parliament king church richmond victoria due to stalled streetcar at queen and jarvis. ";"501";"streetcar";"detour";"to stalled streetcar at queen and jarvis";"stalled streetcar"
"177";"6";"23";"Saturday";"20";"Evening";"105 detour northbound via sheppard ave w wilson heights blvd and kennard ave due to collision.";"105";"bus";"detour";"to collision";"collision on the road"
"178";"6";"23";"Saturday";"16";"Midday";"509 no service between bathurst street and exhibition loop while we fix mechanical problem.";"509";"streetcar";"no service";"mechanical problem";"mechanical"
"179";"6";"23";"Saturday";"16";"Midday";"511 detour southbound via bathurst st queens quay west and spadina ave while we fix mechanical problem.";"511";"streetcar";"detour";"mechanical problem";"mechanical"
"180";"6";"23";"Saturday";"15";"Midday";"line 1 minor delays northbound near dundas while we respond to emergency alarm.";"line 1";"subway";"delay";"emergency alarm";"emergency alarm"
"181";"6";"23";"Saturday";"15";"Midday";"bayview elevator between east concourse and line 4 platform is out of service. accessible alternatives URL";"bayview";"elevator";"elevator down";NA;NA
"182";"6";"23";"Saturday";"14";"Midday";"kennedy elevator between concourse and line 2 platform is out of service. accessible alternatives URL";"kennedy";"elevator";"elevator down";NA;NA
"183";"6";"23";"Saturday";"13";"Midday";"96 118 and 165 detour via weston rd gary wendell ave and wilson ave due to blocked road.";"96";"bus";"detour";"to blocked road";"blockage on the road/rail"
"184";"6";"23";"Saturday";"13";"Midday";"96 118 and 165 detour via weston rd gary wendell ave and wilson ave due to blocked road.";"118";"bus";"detour";"to blocked road";"blockage on the road/rail"
"185";"6";"23";"Saturday";"13";"Midday";"96 118 and 165 detour via weston rd gary wendell ave and wilson ave due to blocked road.";"165";"bus";"detour";"to blocked road";"blockage on the road/rail"
"186";"6";"23";"Saturday";"13";"Midday";"32 detour via heddington ave roselawn ave and avenue rd due to collision.";"32";"bus";"detour";"to collision";"collision on the road"
"187";"6";"23";"Saturday";"12";"Midday";"dufferin elevator out of service between dufferin st west side entrance and concourse. alternatives URL";"dufferin";"elevator";"elevator down";NA;NA
"188";"6";"23";"Saturday";"10";"Morning";"501 major delays westbound at burlington st due to collision.";"501";"streetcar";"delay";"to collision";"collision on the road"
"189";"6";"23";"Saturday";" 9";"Morning";"102 detour southbound via ellesmere rd scarborough golf club rd and painted post dr due to collision.";"102";"bus";"detour";"to collision";"collision on the road"
"190";"6";"23";"Saturday";" 9";"Morning";"line 1 no service between sheppard-yonge and lawrence due to toronto fire investigation.";"line 1";"subway";"no service";"to toronto fire investigation";"fire"
"191";"6";"23";"Saturday";" 8";"Morning";"line 1 minor delays between eglinton and finch due to earlier security incident.";"line 1";"subway";"delay";"to earlier security incident";"police/security"
"192";"6";"23";"Saturday";" 8";"Morning";"ossington elevator out of service between ossington ave west side entrance concourse and line 2 eastbound platform. alternatives URL";"ossington";"elevator";"elevator down";NA;NA
"193";"6";"23";"Saturday";" 8";"Morning";"scarborough centre elevator out of service between line 3 eastbound platform concourse and scarborough town centre entrance and bus platform. alternatives URL";"scarborough centre";"elevator";"elevator down";NA;NA
"194";"6";"23";"Saturday";" 6";"Morning";"36 detour via sentinel rd pond rd shoreham dr jane st and york gate blvd due to police activity.";"36";"bus";"detour";"to police activity";"police/security"
"195";"6";"23";"Saturday";" 6";"Morning";"line 1 minor delays northbound from queen's park to glencairn due to earlier mechanical problem.";"line 1";"subway";"delay";"to earlier mechanical problem";"mechanical"
"196";"6";"23";"Saturday";" 6";"Morning";"40 detour via high park ave annette st and keele st due to summer solstice festival.";"40";"bus";"detour";"to summer solstice festival";"activities/protest"
"197";"6";"23";"Saturday";" 6";"Morning";"36 detour via york gate blvd and driftwood ave due to police activity.";"36";"bus";"detour";"to police activity";"police/security"
"198";"6";"23";"Saturday";" 6";"Morning";"line 3 minor delays while we fix mechanical problem.";"line 3";"subway";"delay";"mechanical problem";"mechanical"
"199";"6";"23";"Saturday";" 5";"Late night";"511 bathurst is turning back at wolsley loop due to collision at bathurst and bloor. ";"511";"streetcar";"no service";"to collision at bathurst and bloor";"collision on the road"
"200";"6";"23";"Saturday";" 4";"Late night";"300 bloor-danforth is diverting both ways via ossington harbour bathurst due to working fire at bloor and crawford. ";"300";"bus";"detour";"to working fire at bloor and crawford";"fire"
"201";"6";"23";"Saturday";" 2";"Late night";"301 queen is diverting eastbound via parliament dundas broadview due to security incident on board streetcar at queen and carroll. ";"301";"bus";"detour";"to security incident on board streetcar at queen and carroll";"police/security"
"202";"6";"22";"Friday";"22";"Evening";"elevator alert scarborough centre station eastbound srt to bus level out of service. ";"scarborough centre";"elevator";"elevator down";NA;NA
"203";"6";"22";"Friday";"21";"Evening";"line 2 minor delays westbound near warden while we fix mechanical problem. ";"line 2";"subway";"delay";"mechanical problem";"mechanical"
"204";"6";"22";"Friday";"20";"Evening";"73 detour northbound via weston rd finch ave west and islington ave due to construction.";"73";"bus";"detour";"to construction";"construction"
"205";"6";"22";"Friday";"19";"Evening Rush";"16 detour southbound via brimorton dr bellamy rd n and lawrence ave east due to collision.";"16";"bus";"detour";"to collision";"collision on the road"
"206";"6";"22";"Friday";"19";"Evening Rush";"29 detour southbound via wilson ave keele st and lawrence ave west due to collision.";"29";"bus";"detour";"to collision";"collision on the road"
"207";"6";"22";"Friday";"19";"Evening Rush";"504 detour eastbound via dufferin st queen st west and shaw st due to collision.";"504";"streetcar";"detour";"to collision";"collision on the road"
"208";"6";"22";"Friday";"18";"Evening Rush";"york university elevator out of service between york blvd south side entrance and concourse. alternatives URL";"york university";"elevator";"elevator down";NA;NA
"209";"6";"22";"Friday";"18";"Evening Rush";"45 detour southbound via dixon rd wincott dr and northcrest rd due to collision.";"45";"bus";"detour";"to collision";"collision on the road"
"210";"6";"22";"Friday";"16";"Evening Rush";"39 and 199 detour eastbound via bayview ave cummer ave and leslie st due to collision.";"39";"bus";"detour";"to collision";"collision on the road"
"211";"6";"22";"Friday";"16";"Evening Rush";"39 and 199 detour eastbound via bayview ave cummer ave and leslie st due to collision.";"199";"bus";"detour";"to collision";"collision on the road"
"212";"6";"22";"Friday";"14";"Midday";"501 detour westbound via church st king st east and york st while we fix mechanical problem.";"501";"streetcar";"detour";"mechanical problem";"mechanical"
"213";"6";"22";"Friday";"13";"Midday";"503 service turning back eastbound via church queen due to collision at charlotte loop (king and spadina).";"503";"streetcar";"no service";"to collision at charlotte loop (king and spadina)";"collision on the road"
"214";"6";"22";"Friday";"13";"Midday";"512 no service westbound from st clair station to stclairwest station due to collision.";"512";"streetcar";"no service";"to collision";"collision on the road"
"215";"6";"22";"Friday";"11";"Midday";"111 detour via richgrove dr and willowridge rd due to investigation.";"111";"bus";"detour";"to investigation";"police/security"
"216";"6";"22";"Friday";"10";"Midday";"line 1 minor delays northbound from davisville to finch.";"line 1";"subway";"delay";NA;NA
"217";"6";"22";"Friday";" 8";"Morning Rush";"501 detour eastbound via spadina ave king st west and church st while we respond to medical emergency. shuttle buses are running from spadina ave to church st";"501";"streetcar";"detour";"medical emergency";"medical"
"218";"6";"22";"Friday";" 7";"Morning Rush";"line 1 minor delays southbound from sheppardwest to eglintonwest due to restricted speed zone.";"line 1";"subway";"delay";"to restricted speed zone";"construction"
"219";"6";"22";"Friday";" 6";"Morning Rush";"52f detour eastbound via royal york rd dixon rd roxaline st royaleigh ave west due to construction.";"52";"bus";"detour";"to construction";"construction"
"220";"6";"22";"Friday";" 0";"Late night";"94 wellesley buses diverting both ways via jarvis carlton church due to crane move at wellesley and church. ";"94";"bus";"detour";"to crane move at wellesley and church";"construction"
"221";"6";"21";"Thursday";"20";"Evening";"line 2 minor delays westbound near main street while we deal with disruptive customer.";"line 2";"subway";"delay";"disruptive customer";"police/security"
"222";"6";"21";"Thursday";"19";"Evening Rush";"51 detour northbound via don mills rd e freshmeadow dr and townsend rd due to collision. ";"51";"bus";"detour";"to collision";"collision on the road"
"223";"6";"21";"Thursday";"19";"Evening Rush";"32 detour westbound via jane st lambton ave weston rd and black creek dr due to blocked road.";"32";"bus";"detour";"to blocked road";"blockage on the road/rail"
"224";"6";"21";"Thursday";"19";"Evening Rush";"25 and 185 detour northbound via freshmeadow dr townsend rd steeles ave east and don mills rd due to collision. ";"25";"bus";"detour";"to collision";"collision on the road"
"225";"6";"21";"Thursday";"19";"Evening Rush";"25 and 185 detour northbound via freshmeadow dr townsend rd steeles ave east and don mills rd due to collision. ";"185";"bus";"detour";"to collision";"collision on the road"
"226";"6";"21";"Thursday";"19";"Evening Rush";"york university elevator out of service between york blvd south side entrance and concourse. alternatives URL";"york university";"elevator";"elevator down";NA;NA
"227";"6";"21";"Thursday";"18";"Evening Rush";"line 2 minor delays eastbound near bay while we respond to medical emergency.";"line 2";"subway";"delay";"medical emergency";"medical"
"228";"6";"21";"Thursday";"18";"Evening Rush";"line 1 minor delays northbound near college while we respond to emergency alarm.";"line 1";"subway";"delay";"emergency alarm";"emergency alarm"
"229";"6";"21";"Thursday";"17";"Evening Rush";"line 2 minor delays eastbound near broadview while we fix door problem.";"line 2";"subway";"delay";"door problem";"mechanical"
